"Combined_Key","KeyOk","Address","Alt_Name","Beds","City","Country","County","COUNTYFIPS","Helipad","Id","Latitude","Longitude","NAICS_CODE","NAICS_DESC","Name","Objectid","Owner","Population","Source","Sourcedate","ST_FIPS","State","State Name","State_Id","Status","Telephone","Trauma","Ttl_Staff","Type","Val_Date","Val_Method","Website","Zip","Zip4"
"Jefferson, Alabama, US",,"3690 Grandview Parkway",,"372","Birmingham","USA","Jefferson","01073","Y","0013535243","33.43293355","-86.717441464","622110","General Medical And Surgical Hospitals","Alabama","1871","Proprietary","372","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama",,"OPEN","(205) 592-1000","LEVEL III",,"GENERAL ACUTE CARE","2016-03-08T00:00:00.000Z","IMAGERY/OTHER","http://www.grandviewhealth.com/grandview/default.aspx","35243",
"Etowah, Alabama, US",,"1007 Goodyear Avenue",,"346","Gadsden","USA","Etowah","01055","Y","0004935903","34.0077362820001","-85.965982141","622110","General Medical And Surgical Hospitals","Alabama","921","Proprietary","346","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H2801","OPEN","(256) 494-4000","LEVEL III",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.gadsdenregional.com","35903",
"Marion, Alabama, US",,"1256 Military Street South",,"49","Hamilton","USA","Marion","01093","Y","0004735570","34.1259771800001","-87.990768777","622110","General Medical And Surgical Hospitals","Alabama","919","Non-Profit","49","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H4703","OPEN","(205) 921-6202",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.nmhs.net/hamilton/","35570",
"Escambia, Alabama, US",,"401 Medical Park Dr.",,"51","Atmore","USA","Escambia","01053","Y","0000136502","31.0170238650001","-87.478798513","622110","General Medical And Surgical Hospitals","Alabama","918","Non-Profit","51","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H2704","OPEN","(251) 368-2500","LEVEL III",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.ebaptisthealthcare.org/AtmoreCommunityHospital/","36502",
"Clarke, Alabama, US",,"295 Jackson Highway S",,"50","Grove Hill","USA","Clarke","01025","Y","0005536451","31.694302296","-87.776024627","622110","General Medical And Surgical Hospitals","Alabama","917","Government - District/Authority","50","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H1301","OPEN","(251) 275-3191","LEVEL III",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.grovehillmemorial.org","36451",
"Jefferson, Alabama, US",,"619 South 19Th Street",,"1157","Birmingham","USA","Jefferson","01073","Y","0011935233","33.505603292","-86.8020353969999","622110","General Medical And Surgical Hospitals","Alabama","1278","Government - State","1157","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H3717","OPEN","(205) 934-4444","LEVEL I",,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY/OTHER","http://www.health.uab.edu","35233",
"Houston, Alabama, US",,"1108 Ross Clark Circle",,"420","Dothan","USA","Houston","01069","Y","0011036301","31.2163036480001","-85.3636311239999","622110","General Medical And Surgical Hospitals","Alabama","915","Government - District/Authority","420","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H3502","OPEN","(334) 793-8701","LEVEL II",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.samc.org","36301",
"Shelby, Alabama, US",,"1000 First Street, North",,"252","Alabaster","USA","Shelby","01117","Y","0010735007","33.252364867","-86.8130430149999","622110","General Medical And Surgical Hospitals","Alabama","914","Proprietary","252","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H6101","OPEN","(205) 715-5309","LEVEL III",,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY/OTHER","http://www.bhsala.com/shelby/Home.aspx","35007",
"Morgan, Alabama, US",,"1201 Seventh Street, Southeast",,"230","Decatur","USA","Morgan","01103","Y","0003935601","34.5903440910001","-86.971481526","622110","General Medical And Surgical Hospitals","Alabama","920","Proprietary","230","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H5206","OPEN","(256) 341-2000","LEVEL III",,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY/OTHER","http://www.decaturgeneral.org/","35601",
"Escambia, Alabama, US",,"1301 Belleville Avenue",,"91","Brewton","USA","Escambia","01053","Y","0003836427","31.127033909","-87.0734993039999","622110","General Medical And Surgical Hospitals","Alabama","1279","Government - District/Authority","91","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H2703","OPEN","(251) 867-8061","LEVEL III",,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY/OTHER","http://www.dwmmh.org","36427",
"Fayette, Alabama, US",,"1653 Temple Avenue, North",,"61","Fayette","USA","Fayette","01057","Y","0004835555","33.70817814","-87.8246889819999","622110","General Medical And Surgical Hospitals","Alabama","1286","Government - District/Authority","61","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H2901","OPEN","(205) 932-5966",,,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY/OTHER","http://www.dchsystem.com/body.cfm?id=36928","35555",
"Washington, Alabama, US",,"14600 St. Stephens Avenue",,"25","Chatom","USA","Washington","01129","Y","0012236518","31.459538148","-88.235079893","622110","General Medical And Surgical Hospitals","Alabama","1281","Government - Local","25","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H6501","OPEN","(251) 847-2223",,,"CRITICAL ACCESS","2013-09-10T00:00:00.000Z","IMAGERY/OTHER","http://www.wchnh.org","36518",
"Tuscaloosa, Alabama, US",,"3701 Loop Rd E",,,"Tuscaloosa","USA","Tuscaloosa","01125","N","0004535401","33.1899356690001","-87.488317847","622110","General Medical And Surgical Hospitals","Alabama","1313","Government - Federal",,"https://www.va.gov/directory/guide/allstate.asp","2018-09-26T00:00:00.000Z","01","AL","Alabama","H6309","OPEN","(205) 554-2000",,,"MILITARY","2015-05-20T00:00:00.000Z","IMAGERY/OTHER","http://www.tuscaloosa.va.gov/","35401",
"Macon, Alabama, US",,"2400 Hospital Rd",,,"Tuskegee","USA","Macon","01087","Y","0001636083","32.445218316","-85.712148611","622110","General Medical And Surgical Hospitals","Alabama","1314","Government - Federal",,"https://www.va.gov/directory/guide/allstate.asp","2018-09-26T00:00:00.000Z","01","AL","Alabama","H4401","OPEN","(334) 727-0550",,,"MILITARY","2015-05-13T00:00:00.000Z","IMAGERY/OTHER","http://www.centralalabama.va.gov/","36083",
"Bullock, Alabama, US",,"102 West Conecuh Avenue",,"61","Union Springs","USA","Bullock","01011","N","0008236089","32.146635109","-85.717009326","622110","General Medical And Surgical Hospitals","Alabama","1315","Proprietary","61","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H0601","OPEN","(334) 738-2140",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY",,"36089",
"Randolph, Alabama, US",,"209 North Main Street",,"34","Wedowee","USA","Randolph","01111","N","0012136278","33.3114042180001","-85.485452466","622110","General Medical And Surgical Hospitals","Alabama","1316","Non-Profit","34","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","01-0032","OPEN","(256) 357-2111",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.wedoweehospital.org/","36278",
"Elmore, Alabama, US",,"500 Hospital Drive",,"69","Wetumpka","USA","Elmore","01051","Y","0004536092","32.552266972","-86.1863964459999","622110","General Medical And Surgical Hospitals","Alabama","1317","Proprietary","69","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H2601","OPEN","(334) 567-4311",,,"GENERAL ACUTE CARE","2013-09-06T00:00:00.000Z","IMAGERY/OTHER","http://www.elmorehospital.com/","36092",
"Morgan, Alabama, US",,"2205 Beltline Road, S.W.",,"64","Decatur","USA","Morgan","01103","N","0001135601","34.58368232","-87.0254165919999","622110","General Medical And Surgical Hospitals","Alabama","2299","Proprietary","64","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H5206","OPEN","(256) 341-2000",,,"GENERAL ACUTE CARE","2013-09-03T00:00:00.000Z","IMAGERY","http://www.decaturgeneral.org/","35601",
"Montgomery, Alabama, US",,"400 Taylor Road",,"150","Montgomery","USA","Montgomery","01101","Y","0000236124","32.376399501","-86.174930022","622110","General Medical And Surgical Hospitals","Alabama","2307","Government - District/Authority","150","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","01-0149","OPEN","(334) 273-4410",,,"GENERAL ACUTE CARE","2013-09-03T00:00:00.000Z","IMAGERY/OTHER","http://www.baptistfirst.org","36124","1267"
"Montgomery, Alabama, US",,"4385 Narrow Lane Road",,"60","Montgomery","USA","Montgomery","01101","N","0091036116","32.3234632680001","-86.281344834","622210","Psychiatric And Substance Abuse Hospitals","Alabama","2308","Government - District/Authority","60","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H5111","OPEN","(334) 286-3116",,,"PSYCHIATRIC","2015-02-03T00:00:00.000Z","IMAGERY/OTHER",,"36116",
"Blount, Alabama, US",,"150 Gilbreath Drive",,"40","Oneonta","USA","Blount","01009","Y","0011235121","33.9296507290001","-86.494118629","622110","General Medical And Surgical Hospitals","Alabama","2311","Non-Profit","40","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H0501","OPEN","(205) 274-3000",,,"CRITICAL ACCESS","2014-02-10T00:00:00.000Z","IMAGERY","http://www.stvhs.com","35121",
"Autauga, Alabama, US",,"124 South Memorial Drive",,"85","Prattville","USA","Autauga","01001","N","0007636067","32.4638917230001","-86.45225293","622110","General Medical And Surgical Hospitals","Alabama","2313","Government - District/Authority","85","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H0101","OPEN","(334) 361-4267",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.baptistfirst.org/facilities/prattville-baptisthospital/ default.aspx","36067",
"Tuscaloosa, Alabama, US",,"201 University Boulevard",,,"Tuscaloosa","USA","Tuscaloosa","01125","N","0091235402","33.2190660000001","-87.533981","622210","Psychiatric And Substance Abuse Hospitals","Alabama","1312","Government - State",,"http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H6307","OPEN","(205) 759-0900",,,"PSYCHIATRIC","2018-02-20T00:00:00.000Z","IMAGERY/OTHER",,"35402",
"Dallas, Alabama, US",,"1015 Medical Center Parkway",,"175","Selma","USA","Dallas","01047","Y","0009936701","32.4294652130001","-87.055973046","622110","General Medical And Surgical Hospitals","Alabama","2314","Proprietary","175","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H2403","OPEN","(334) 418-4190",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.vaughanregional.com","36701",
"Montgomery, Alabama, US",,"8105 Veterans Way",,,"Montgomery","USA","Montgomery","01101","N","0176936109","32.3577100000001","-86.129219","622110","General Medical And Surgical Hospitals","Alabama","4023","Government - Federal",,"http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama",,"OPEN","(800) 214-8387",,,"MILITARY","2019-05-09T00:00:00.000Z","IMAGERY","https://www.centralalabama.va.gov/","36109",
"Chilton, Alabama, US",,"2030 Lay Dam Road",,"26","Clanton","USA","Chilton","01021","Y","0172435046","32.8802860000001","-86.62279","622110","General Medical And Surgical Hospitals","Alabama","4026","Proprietary","26","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H1102","OPEN","(205) 258-4400",,,"GENERAL ACUTE CARE","2019-05-09T00:00:00.000Z","IMAGERY","http://www.stvhs.com/","35046",
"Montgomery, Alabama, US",,"1725 Pine Street, 5Th Floor, North Wing",,"65","Montgomery","USA","Montgomery","01101","Y","0091436106","32.3669693300001","-86.285790053","622310","Specialty (Except Psychiatric And Substance Abuse) Hospitals","Alabama","4090","Proprietary","65","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H5109","OPEN","(334) 240-0532","LEVEL III",,"LONG TERM CARE","2015-02-03T00:00:00.000Z","IMAGERY/OTHER",,"36106",
"Limestone, Alabama, US",,"700 West Market St, 2Nd Floor",,"31","Athens","USA","Limestone","01083","Y","0013735611","34.8042455780001","-86.978872603","622310","Specialty (Except Psychiatric And Substance Abuse) Hospitals","Alabama","4179","Proprietary","31","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H4203","OPEN","(256) 262-6767",,,"LONG TERM CARE","2016-03-08T00:00:00.000Z","IMAGERY/OTHER",,"35611",
"Tuscaloosa, Alabama, US",,"809 University Blvd East, 4Th Floor",,"32","Tuscaloosa","USA","Tuscaloosa","01125","Y","0090535401","33.205174448","-87.5263643769999","622310","Specialty (Except Psychiatric And Substance Abuse) Hospitals","Alabama","4196","Proprietary",,"http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H6308","OPEN","(205) 759-7241",,,"LONG TERM CARE","2015-02-03T00:00:00.000Z","IMAGERY/OTHER",,"35401",
"Houston, Alabama, US",,"1108 Ross Clark Circle, 4Th Floor",,"38","Dothan","USA","Houston","01069","Y","0091336302","31.216289171","-85.36294421","622310","Specialty (Except Psychiatric And Substance Abuse) Hospitals","Alabama","4237","Proprietary","38","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H3506","OPEN","(334) 699-4300",,,"LONG TERM CARE","2015-02-03T00:00:00.000Z","IMAGERY/OTHER",,"36302",
"Butler, Alabama, US",,"515 Miranda Street",,"22","Georgiana","USA","Butler","01013","N","0008736033","31.636321588","-86.7430750519999","622110","General Medical And Surgical Hospitals","Alabama","4527","Proprietary","22","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H0701","OPEN","(334) 376-2205",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER",,"36033",
"Jefferson, Alabama, US",,"701 Princeton Avenue, S.W.",,"505","Birmingham","USA","Jefferson","01073","Y","0000335211","33.498006532","-86.8471877759999","622110","General Medical And Surgical Hospitals","Alabama","4526","Proprietary","505","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H6101","OPEN","(205) 715-5309",,,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY/OTHER","http://www.bhsala.com/princeton/Home.aspx","35211",
"Morgan, Alabama, US",,"4218 Hwy 31 S",,"74","Decatur","USA","Morgan","01103","N","0009735609","34.5216166980001","-86.967029009","622210","Hospitals, Psychiatric (Except Convalescent)","Alabama","4525","Government - State","74","http://ph.state.al.us/facilitiesdirectory/%28S%28ydsic2jp55v0jj45incw4e33%29%29/Default.aspx","2012-06-05T00:00:00.000Z","01","AL","Alabama","01-4009","CLOSED","(256) 560-2200",,,"PSYCHIATRIC","2014-02-10T00:00:00.000Z","IMAGERY","http://www.narh.mh.alabama.gov","35609",
"Greene, Alabama, US",,"509 Wilson Avenue",,"20","Eutaw","USA","Greene","01063","Y","0005235462","32.84324894","-87.890483476","622110","General Medical And Surgical Hospitals","Alabama","4524","Government - Local","20","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","01-0051","OPEN","(205) 931-6814",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER",,"35462",
"Sumter, Alabama, US",,"751 Derby Drive",,"33","York","USA","Sumter","01119","N","0006236925","32.4919942220001","-88.295523761","622110","General Medical And Surgical Hospitals","Alabama","2315","Non-Profit","33","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H6002","OPEN","(205) 392-5263",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY",,"36925",
"Talladega, Alabama, US",,"604 Stone Avenue",,"122","Talladega","USA","Talladega","01121","Y","0003035161","33.4402768210001","-86.0907833959999","622110","General Medical And Surgical Hospitals","Alabama","1311","Non-Profit","122","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H6101","OPEN","(205) 715-5309","LEVEL III",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.bhsala.com/home_citizens.cfm?id=38","35161",
"Talladega, Alabama, US",,"315 West Hickory Street",,"163","Sylacauga","USA","Talladega","01121","N","0003435150","33.164560226","-86.2554875819999","622110","General Medical And Surgical Hospitals","Alabama","1310","Non-Profit","163","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H6102","OPEN","(256) 401-4000","LEVEL III",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.cvhealth.net","35150",
"Pickens, Alabama, US",,"241 Robert K. Wilson Drive",,"56","Carrollton","USA","Pickens","01107","Y","0009635447","33.2744756700001","-88.0886357479999","622110","General Medical And Surgical Hospitals","Alabama","2298","Government - District/Authority","56","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H5401","OPEN","(205) 367-2426",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.dchsystem.com","35447",
"Marengo, Alabama, US",,"105 U.S. Highway 80, East",,"99","Demopolis","USA","Marengo","01091","Y","0091836732","32.504788531","-87.8363988","622110","General Medical And Surgical Hospitals","Alabama","1282","Government - District/Authority","99","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H4601","OPEN","(334) 287-2423","LEVEL III",,"GENERAL ACUTE CARE","2015-02-03T00:00:00.000Z","IMAGERY/OTHER",,"36732",
"Houston, Alabama, US",,"700 East Cottonwood Road",,"38","Dothan","USA","Houston","01069","N","0004236301","31.203815637","-85.3846011159999","622210","Psychiatric And Substance Abuse Hospitals","Alabama","1283","Proprietary","38","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H3505","OPEN","(334) 794-7373",,,"PSYCHIATRIC","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.laureloaksbhc.com","36301",
"Coffee, Alabama, US",,"400 North Edwards Street",,"131","Enterprise","USA","Coffee","01031","N","0005336330","31.318772396","-85.855369739","622110","General Medical And Surgical Hospitals","Alabama","1284","Proprietary","131","http://dph1.adph.state.al.us/FacilitiesDirectory","2018-08-09T00:00:00.000Z","01","AL","Alabama","H1603","OPEN","(334) 347-0584","LEVEL III",,"GENERAL ACUTE CARE","2013-09-06T00:00:00.000Z","IMAGERY/OTHER","http://www.mcehospital.com","36330",
